flashcard_id,stack_id,frontside,backside,learning_status
739,623,Cup Lichen,Cladonia gracilis (L.) Willd.,739
740,97,Devil's Blacksnakeroot,Sanicula saxatilis Greene,740
741,397,Lady Lupine,Lupinus villosus Willd.,741
742,222,Eastern Featherbells,Stenanthium gramineum (Ker Gawl.) Morong var. micranthum Fernald,742
743,908,Scholander's Beard Lichen,Usnea scholanderi Llano,743
744,887,Blunt Tansymustard,Descurainia obtusa (Greene) O.E. Schulz ssp. obtusa,744
745,337,Kiaerskov's Lidflower,Calyptranthes kiaerskovii Krug & Urb. [excluded],745
746,856,Lundell's Nailwort,Paronychia lundelliorum Turner,746
747,987,San Obispo Milkvetch,Astragalus didymocarpus Hook. & Arn. var. obispoensis (Rydb.) Jeps.,747
748,954,Bastardsage,Eriogonum wrightii Torr. ex Benth. var. subscaposum S. Watson,748
749,212,Lemon Lichen,Candelaria concolor (Dicks.) Stein var. effusa (Tuck.) G. Merr. & Burnham,749
750,709,Rothrock's Grama,Bouteloua rothrockii Vasey,750
751,739,Dry Land Woodfern,Dryopteris nuda Underw.,751
752,21,Douglas' Silverpuffs,Microseris douglasii (DC.) Sch. Bip. ssp. douglasii,752
753,154,Clokey's Milkvetch,Astragalus aequalis Clokey,753
754,536,Woodland Hogwood,Sagraea domingensis DC.,754
755,178,Dwarf False Pennyroyal,Hedeoma nana (Torr.) Briq. ssp. nana,755
756,455,Cracked Lichen,Acarospora peltastica Zahlbr.,756
757,429,Slender Centaury,Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch,757
758,573,Phaulothamnus,Phaulothamnus A. Gray,758
759,893,Coues' Cassia,Senna covesii (A. Gray) Irwin & Barneby,759
760,896,Fayodia Lichen,Fayodia Kuhner,760
761,76,Western Daisy Fleabane,Erigeron bellidiastrum Nutt.,761
762,53,Giant Wakerobin,Trillium chloropetalum (Torr.) Howell,762
763,130,Thinfruit Sedge,Carex flaccosperma Dewey,763
764,614,Calicoplant,Alternanthera bettzichiana (Regel) Voss,764
765,232,Fir Clubmoss,Huperzia selago (L.) Bernh. ex Schrank & Mart. var. selago,765
766,666,Witch's Hair Lichen,Alectoria nigricans (Ach.) Nyl.,766
767,762,Santa Rita Mountain Aster,Symphyotrichum potosinum (A. Gray) G.L. Nesom,767
768,541,Puerto Rico Necklace Fern,Lindsaea portoricensis Desv.,768
769,350,Plée's Hogwood,Sagraea polystachya (Naud.) Triana,769
770,43,Tamujo,Flueggea tinctoria (L.) G.L. Webster,770
771,534,Woodland Stonecrop,Sedum ternatum Michx.,771
772,235,Labrador Buttercup,Ranunculus rhomboideus Goldie,772
773,78,Aphragmus,Aphragmus Andrz. ex DC.,773
774,650,Small White Violet,Viola macloskeyi Lloyd ssp. macloskeyi,774
775,260,Petiolate Beardtongue,Penstemon petiolatus Brandegee,775
776,933,Peirson's Milkvetch,Astragalus magdalenae Greene var. peirsonii (Munz & McBurney) Barneby,776
777,3,New Mexico Tansyaster,Psilactis asteroides A. Gray,777
778,859,Great Valley Phacelia,Phacelia ciliata Benth. var. opaca J.T. Howell,778
779,105,Stebbins' Tarweed,Harmonia stebbinsii (T.W. Nelson & J.P. Nelson) B.G. Baldw.,779
780,745,Donian Willow,Salix ×doniana Sm.,780
781,39,Yerba De Faja,Struchium sparganophorum (L.) Kuntze,781
782,408,Yerba Santa,Eriodictyon Benth.,782
783,662,Wand Buckwheat,Eriogonum roseum Durand & Hilg.,783
784,594,Cold-desert Phlox,Phlox stansburyi (Torr.) A. Heller,784
785,536,'ohi'a Lehua,Metrosideros polymorpha Gaudich. var. glaberrima (Levl.) H. St. John,785
786,976,Dirina Lichen,Dirina Fr.,786
787,423,Tarweed,Holocarpha Greene,787
788,564,Sulphur-flower Buckwheat,Eriogonum umbellatum Torr. var. hypoleium (Piper) C.L. Hitchc.,788
789,153,Sporopodium Lichen,Sporopodium Mont.,789
790,606,Alpine Mountainsorrel,Oxyria digyna (L.) Hill,790
791,200,Rincon Ridge Ceanothus,Ceanothus confusus J.T. Howell,791
792,301,Oahu Rollandia,"Cyanea humboldtiana (Gaudich.) Lammers, Givnish & Sytsma",792
793,704,Parry's Silene,Silene parryi (S. Watson) C.L. Hitchc. & Maguire,793
794,224,Earth Lichen,Catapyrenium acarosporoides (Zahlbr.) J.W. Thomson,794
795,125,Lanceleaf Tickseed,Coreopsis lanceolata L.,795
796,123,Greenland Fescue,Festuca groenlandica (Schol.) Fred.,796
797,815,Wand Buckwheat,Eriogonum roseum Durand & Hilg.,797
798,871,Springblossom,Jaborosa integrifolia Lam.,798
799,324,Purpleflower Pinkroot,Spigelia alabamensis (K. Gould) K.G. Mathews & Weakley,799
800,679,Cyrtandra,Cyrtandra ×malacophylla C.B. Clarke (pro sp.),800
801,727,Jacanillo,Wallenia Sw.,801
802,963,Bank Catclaw,Acacia redolens Maslin,802
803,357,Cup Lichen,Cladonia cervicornis (Ach.) Flotow,803
804,629,Rusby's Primrose,Primula rusbyi Greene,804
805,335,Prairie Thistle,Cirsium canescens Nutt.,805
806,472,Gerrard's Aristea,Aristea gerrardii Weim.,806
807,330,Arrowleaf Mallow,Malvella sagittifolia (A. Gray) Fryxell,807
808,507,Tansy,Tanacetum L.,808
809,521,Jelly Lichen,Collema nigrescens (Huds.) DC.,809
810,597,Sharp-tooth Clover,Trifolium argutum Banks & Sol.,810
811,8,Mexican Blazingstar,Mentzelia mexicana H.J. Thomp. & Zavort.,811
812,114,Barnyardgrass,Echinochloa crus-galli (L.) P. Beauv.,812
813,509,False Brittlegrass,Dissochondrus (Hillebr.) Kuntze,813
814,173,Palmer's Catchfly,Silene bernardina S. Watson ssp. maguirei Bocquet var. rigidula (B.L. Rob.) Tiehm,814
815,129,Dirinaria Lichen,Dirinaria confusa D.D. Awasthi var. saxicola (Rasanen) D.D. Awasthi,815
816,705,Little Duckweed,Lemna obscura (Austin) Daubs,816
817,227,Danish Scurvygrass,Cochlearia groenlandica L.,817
818,854,Dieck's Hypnum Moss,Hypnum dieckii Renauld & Cardot,818
819,438,Asian Flatsedge,Cyperus amuricus Maxim.,819
820,791,Hooker's Desert Sandwort,Arenaria hookeri Nutt. ssp. desertorum (Maguire) W.A. Weber,820
821,978,Sweet Shaggytuft,Stenandrium dulce (Cav.) Nees var. floridanum A. Gray,821
822,426,Great Plains Bladderpod,Lesquerella arenosa (Richardson) Rydb. var. arenosa,822
823,586,Alpine Aster,Aster alpinus L. var. alpinus,823
824,161,Bighead Dustymaiden,Chaenactis macrantha D.C. Eaton,824
825,27,Tapertip Cupgrass,Eriochloa acuminata (J. Presl) Kunth,825
826,83,Sand Fleabane,Erigeron arenarioides (D.C. Eaton ex A. Gray) A. Gray ex Rydb.,826
827,30,Shortspike Bluestem,Andropogon brachystachyus Chapm.,827
828,650,Cartilage Lichen,Ramalina dasypoga Tuck.,828
829,871,Yellowspine Thistle,Cirsium ochrocentrum A. Gray ssp. martinii P. Barlow,829
830,716,East Indian Almond,Terminalia myriocarpa van Heurck & Müll. Arg.,830
831,414,Inyo Biscuitroot,Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. inyoense (Mathias & Constance ex Munz & Roos) W.L. Theobald,831
832,180,Honeywort,Cerinthe major L.,832
833,259,Narrowleaf Milkvetch,Astragalus pectinatus (Douglas ex Hook.) Douglas ex G. Don,833
834,233,Bruised Lichen,Toninia cinereovirens (Schaerer) A. Massal.,834
835,996,Creamcups,Platystemon Benth.,835
836,706,Clauzadeana,Clauzadeana macula (Taylor) Coppins & Rambold,836
837,52,Metcalfe's Beardtongue,Penstemon metcalfei Wooton & Standl.,837
838,113,Waihoi Beggarticks,Bidens campylotheca Sch. Bip. ssp. waihoiensis H. St. John,838
839,449,Disk Waterhyssop,Bacopa rotundifolia (Michx.) Wettst.,839
840,49,Water Figwort,Scrophularia umbrosa Dumort.,840
841,131,Puerto Rico Yellowcress,Rorippa portoricensis (Spreng.) Stehlé,841
842,227,Hymenopappus,Hymenopappus L'Hér.,842
843,100,Orthotrichum Moss,Orthotrichum laevigatum J.E. Zetterst.,843
844,618,Hyssopleaf Fleabane,Erigeron hyssopifolius Michx. var. hyssopifolius,844
845,812,Udo,Aralia cordata Thunb.,845
846,50,Rinodina Lichen,Rinodina oxydata (A. Massal.) A. Massal.,846
847,346,Biennial Cinquefoil,Potentilla biennis Greene,847
848,199,Tarweed,Madia Molina,848
849,309,Roccella Lichen,Roccella phycopsis (Ach.) Ach.,849
850,858,Chapped Mallee,Eucalyptus pileata Blakely,850
851,60,Shorthook Fishhook Cactus,Ancistrocactus tobuschii (W.T. Marshall) W.T. Marshall ex Backeb.,851
852,793,Larkspurleaf Monkshood,Aconitum delphiniifolium DC. ssp. chamissonianum (Rchb.) Hultén,852
853,477,Monarch Of The Veld,Venidium fastuosum (Jacq.) Stapf,853
854,141,Twincrest Onion,Allium bisceptrum S. Watson,854
855,539,Coastal Mock Vervain,Glandularia maritima (Small) Small,855
856,36,Timmiella Moss,Timmiella crassinervis (Hampe) L.F. Koch,856
857,652,Ditch Stonecrop,Penthorum sedoides L.,857
858,53,Mexican Thistle,Cirsium mexicanum DC.,858
859,533,Goldenrain Tree,Koelreuteria paniculata Laxm.,859
860,350,Red Shrubby-spurge,Tetracoccus dioicus Parry,860
861,15,Rock Elm,Ulmus thomasii Sarg.,861
862,524,'ohe,Joinvillea ascendens Gaudich. ex Brongn. & Gris,862
863,7,Lewton's Milkwort,Polygala lewtonii Small,863
864,865,Longflower Evening Primrose,Oenothera affinis Camb.,864
865,285,Lescur's Sphagnum,Sphagnum lescurii Sull.,865
866,857,Milk Kelloggia,Kelloggia galioides Torr.,866
867,864,Synsepalum,Synsepalum (A. DC.) Daniell,867
868,957,Purple Bluestem,Andropogon glaucopsis Elliott,868
869,450,Common Duckmeat,Spirodela polyrrhiza (L.) Schleid.,869
870,51,Krug's White Morning-glory,Ipomoea krugii Urb.,870
871,751,Hilend's Bedstraw,Galium hilendiae Dempster & Ehrend. ssp. hilendiae,871
872,76,Pringle's Giant Hyssop,Agastache pringlei (Briq.) Lint & Epling var. verticillata (Wooton & Standl.) R.W. Sanders,872
873,170,Craters Of The Moon Cushion Buckwheat,Eriogonum ovalifolium Nutt. var. focarium Reveal & Mansfield,873
874,628,Hoopvine,Trichostigma octandrum (L.) H. Walt.,874
875,660,Western Wheatgrass,Pascopyrum smithii (Rydb.) Á. Löve,875
876,516,Hastings Oak,Quercus ×hastingsii Sarg.,876
877,68,London Planetree,Platanus ×hispanica Mill. ex Münchh.,877
878,34,Job's Tears,Coix L.,878
879,688,Prickly Cyanea,Cyanea horrida (Rock) O. Deg. & Hosaka,879
880,474,Dwarf Gentian,Gentianella Moench,880
881,514,Raichie,Waltheria calcicola Urb.,881
882,928,Eared Watermoss,Salvinia auriculata Aubl.,882
883,612,Pacific Pea,Lathyrus vestitus Nutt.,883
884,998,Dry Calcareous Bryum Moss,Bryum caespiticium Hedw.,884
885,697,Blue Wild Indigo,Baptisia australis (L.) R. Br. var. australis,885
886,204,Longawn Muhly,Muhlenbergia spiciformis Trin.,886
887,345,Louisiana Nerveray,Tetragonotheca ludoviciana (Torr. & A. Gray) A. Gray ex H.M. Hall,887
888,541,Rio Grande Palmetto,Sabal mexicana Mart.,888
889,242,Austrian Draba,Draba fladnizensis Wulfen var. pattersonii (O.E. Schultz) Rollins,889
890,975,Berggren's Plagiothecium Moss,Plagiothecium berggrenianum Frisvoll,890
891,750,Argus Bedstraw,Galium argense Dempster & Ehrend.,891
892,91,Trema,Trema Lour.,892
893,412,Columbian Lewisia,Lewisia columbiana (Howell ex A. Gray) B.L. Rob. var. rupicola (English) C.L. Hitchc.,893
894,559,Monkshood,Aconitum L.,894
895,176,Candelaria Blazingstar,Mentzelia candelariae H.J. Thomp. & Prigge,895
896,425,Oriental Vessel Fern,Angiopteris evecta (J.R. Forst.) Hoffm.,896
897,578,Spreading Pygmyleaf,Loeflingia squarrosa Nutt. ssp. artemisiarum Barneby & Twisselmann,897
898,426,Puerto Rico Stopper,Eugenia bellonis Krug & Urb.,898
899,613,Weed's Mariposa Lily,Calochortus weedii Alph. Wood var. weedii,899
900,56,Cup Lichen,Cladonia luteoalba Wheldon & A. Wilson,900
901,461,Desert Larkspur,Delphinium parishii A. Gray,901
902,295,Alaska Bellheather,Harrimanella stelleriana (Pall.) Coville,902
903,618,Silk Bay,Persea humilis Nash,903
904,511,Indian Teasel,Dipsacus sativus (L.) Honck.,904
905,966,Willow Ragwort,Barkleyanthus salicifolius (Kunth) H. Rob. & Brettell,905
906,258,Xanthoparmelia Lichen,Xanthoparmelia lipochlorochroa Hale & Elix,906
907,494,Cracked Lichen,Acarospora cinereoalba (Fink) H. Magn.,907
908,203,Coastal Plain Angelica,Angelica dentata (Chapm.) J.M. Coult. & Rose,908
909,103,Mountain Sneezeweed,Helenium autumnale L. var. montanum (Nutt.) Fernald,909
910,543,Eugeissona,Eugeissona Griffith,910
911,239,Dicranum Moss,Dicranum pallidisetum (J.W. Bailey) Irel.,911
912,942,Tall Oat Grass,Arrhenatherum album (Vahl) Clayton,912
913,409,Wild Crapemyrtle,Malpighia glabra L.,913
914,458,Ko'oloa 'ula,Abutilon menziesii Seem.,914
915,754,Crossidium Moss,Crossidium crassinerve (De Not.) Jur.,915
916,339,Shortsepal Lewisia,Lewisia brachycalyx Engelm. ex A. Gray,916
917,893,Roughglume Bushy Bluestem,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. scabriglumis C.S. Campbell",917
918,785,Gray-box,Eucalyptus moluccana Roxb.,918
919,921,Ostrich Fern,Matteuccia struthiopteris (L.) Todaro,919
920,653,Racopilum Moss,Racopilum tomentosum (Hedw.) Brid.,920
921,809,Cigar Flower,Cuphea ignea A. DC.,921
922,221,Alsia Moss,Alsia Sull.,922
923,387,Poelt's Athelia Lichen,Athelia poeltii Julich,923
924,650,Conrad's Rinodina Lichen,Rinodina conradii Körb.,924
925,813,Toadflax,Nuttallanthus D.A. Sutton,925
926,573,Costus,Costus L.,926
927,370,Lyngholm's Cliffbrake,Pellaea lyngholmii Windham,927
928,327,Glossy Shower,Senna surattensis (Burm. f.) Irwin & Barneby,928
929,783,Johnston's Gum,Eucalyptus johnstonii Maiden,929
930,280,Long-stolon Sedge,Carex inops L.H. Bailey,930
931,154,Wire Bird's-foot Trefoil,Lotus nuttallianus Greene,931
932,113,Skimmia,Skimmia Thunb.,932
933,593,Island Mountain Mahogany,Cercocarpus montanus Raf. var. blancheae (C.K. Schneid.) F.L. Martin,933
934,52,Dirinaria Lichen,Dirinaria confluens (Fr.) D.D. Awasthi,934
935,277,African Rice,Oryza glaberrima Steud.,935
936,72,Aster,Oclemena Greene,936
937,636,Narrowpoint Knotweed,Polygonum leptocarpum B.L. Rob.,937
938,709,Palamocladium Moss,Palamocladium leskeoides (Hook.) E. Britton,938
939,251,Brazilian Glorytree,Tibouchina granulosa (Desr.) Cogn.,939
940,396,Matamat,Rhynchospora corymbosa (L.) Britton,940
941,969,Nuttall's Milkvetch,Astragalus nuttallii (Torr. & A. Gray) J.T. Howell var. nuttallii,941
942,462,Robert Geranium,Geranium robertianum L.,942
943,544,Littleleaf Alumroot,"Heuchera parvifolia Nutt. ex Torr. & A. Gray var. flavescens (Rydb.) Rosend., Butters & Lakela",943
944,857,Tortoiseshell Bamboo,Phyllostachys heterocycla (Carrière) Matsum.,944
945,127,Sphinctrina Lichen,Sphinctrina tubiformis A. Massal.,945
946,345,Smallflower Monkeyflower,Mimulus inconspicuus A. Gray,946
947,195,Yü-shan Raspberry,Rubus hayata-koidzumii Naruh.,947
948,502,San Diego Nightshade,Solanum tenuilobatum Parish,948
949,524,Haleakala Spleenwort,Asplenium haleakalense W.H. Wagner,949
950,696,Sullivant's Coolwort,Sullivantia sullivantii (Torr. & A. Gray) Britton,950
951,286,Purple Rushlily,Hastingsia bracteosa S. Watson var. atropurpurea (Becking) F. Lang & P. Zika,951
952,948,Roundhead Chinese Houses,Collinsia corymbosa Herder,952
953,973,Fourpoint Evening Primrose,Oenothera rhombipetala Nutt. ex Torr. & A. Gray,953
954,258,Pale Wallflower,Erysimum occidentale (S. Watson) B.L. Rob.,954
955,65,Lecidea Lichen,Lecidea tenuissima Lynge,955
956,939,Harbison Oak,Quercus ×harbisonii Sarg.,956
957,344,Appalachian Shoestring Fern,Vittaria appalachiana Farrar & Mickel,957
958,787,Parish's Threeawn,Aristida purpurea Nutt. var. parishii (Hitchc.) Allred,958
959,658,Porotrichum Moss,Porotrichum (Brid.) Hampe,959
960,775,Giant Vetch,Vicia nigricans Hook. & Arn. ssp. gigantea (Hook.) Lassetter & C.R. Gunn.,960
961,972,Java Grass,Polytrias indica (Houtt.) Veldkamp,961
962,624,Southern Prairie Aster,Eurybia hemispherica (Alexander) G.L. Nesom,962
963,359,Wallace's Tobacco,Nicotiana quadrivalvis Pursh var. wallacei (A. Gray) Mansf.,963
964,764,Stalked Wild Petunia,Ruellia pedunculata Torr. ex A. Gray,964
965,717,Plains Snakecotton,Froelichia floridana (Nutt.) Moq. var. floridana,965
966,750,Wideleaf Homomallium Moss,Homomallium mexicanum Cardot var. latifolium Cardot,966
967,844,Little Mountain Bluegrass,Poa curtifolia Scribn.,967
968,846,Cneoridium,Cneoridium Hook. f.,968
969,767,Pennsylvania Cinquefoil,Potentilla pensylvanica L. var. litoralis (Rydb.) B. Boivin,969
970,118,Eggyolk Lichen,Candelariella efflorescens R.C. Harris & W.R. Buck,970
971,294,Field Sagewort,Artemisia campestris L.,971
972,501,Silky Jackbean,Canavalia sericea A. Gray,972
973,500,Soot Lichen,Cyphelium brachysporum Nadv.,973
974,751,Leafy Wildparsley,Musineon divaricatum (Pursh) Raf.,974
975,421,Wallace's Spikemoss,Selaginella wallacei Hieron.,975
976,879,Eggleaf Bristle Fern,Trichomanes ovale (Fourn.) W. Boer,976
977,395,Bolander's Ragwort,Packera bolanderi (A. Gray) W.A. Weber & Á. Löve,977
978,144,Washington Fan Palm,Washingtonia robusta H. Wendl.,978
979,865,Drooping Milkvetch,Astragalus reflexus Torr. & A. Gray,979
980,749,Cream Milkvetch,Astragalus racemosus Pursh var. racemosus,980
981,788,Pasture Heliotrope,Heliotropium tenellum (Nutt.) Torr.,981
982,278,Lewis' Buckwheat,Eriogonum lewisii Reveal,982
983,409,Low Spearwort,Ranunculus pusillus Poir. var. angustifolius (Engelm.) L.D. Benson,983
984,363,Jointgrass,Hemarthria R. Br.,984
985,951,Mountain Azalea,Rhododendron canescens (Michx.) Sweet,985
986,910,Azores Forget-me-not,Myosotis azorica H.C. Watson ex Hook.,986
987,176,Birdbill Dayflower,Commelina dianthifolia Delile var. longispatha (Torr.) Brashier,987
988,923,Bluecup,Githopsis Nutt.,988
989,475,Simpleleaf Chastetree,Vitex trifolia L. var. subtrisecta (Kuntze) Moldenke,989
990,458,Lecania Lichen,Lecania pepegospora H. Magn.,990
991,854,Rinodina Lichen,Rinodina corticola Arnold,991
992,484,Maguire's Draba,Draba maguirei C.L. Hitchc.,992
993,18,Small-leaf Bittercress,Cardamine microphylla M.F. Adams ssp. blaisdellii (Eastw.) D.F. Murray & S. Kelso,993
994,685,Oneflower Fleabane,Erigeron uniflorus L. ssp. eriocephalus (J. Vahl) Cronquist,994
995,660,Sweetbush,Bebbia juncea (Benth.) Greene,995
996,545,Nodding Coneflower,Isopogon teretifolius R. Br.,996
997,212,Subalpine Fir,Abies lasiocarpa (Hook.) Nutt. var. lasiocarpa,997
998,801,Pygmy Alpinegold,Hulsea vestita A. Gray ssp. pygmaea (A. Gray) Wilken,998
999,9,Pink Honeysuckle,Lonicera hispidula (Lindl.) Douglas ex Torr. & A. Gray,999
1000,872,Guadalupe Mountain Foxtail Cactus,Escobaria guadalupensis Brack & K.D. Heil,1000
